***********************************************************************
*                                                                     *
*            CEPEL - CENTRO DE PESQUISAS DE ENERGIA ELETRICA          *
*  MODELO DESSEM     - VERSAO 21 - Marco de 2025 (CPLEX)                             *
*                                                                     *
***********************************************************************


   PROGRAMA LICENCIADO PARA ONS                                                                                                                                                   


____________________________________________________________________

  TE  PMO - OUTUBRO/25 - NOVEMBRO/25 - REV 2 - FCF COM CVAR - 12 REE - VALOR ESPE- Data do Caso: 11/10/2025                                                       
____________________________________________________________________


 
Relatorio dos subsistemas 
 
  
OBS.:
1) A geracao de Itaipu injetada, no subsistema Sudeste (SE), inclui a geracao para atender a carga da ANDE.
2) Intercambio IV-SE nao corresponde a recebimento do SE pois Itaipu(60hz) ja se encontra no SE.
  
------;--------;------;------------;------------;------------;------------;------------;------------;------------;------------;------------;------------;------------;------------;------------;------------;------------;------------;------------;
      ;        ;      ;    Cmo     ;   Demanda  ;   Perdas   ;   GpQusi   ;  GfixBar   ;  Grenova   ;  SomatGH   ;  SomatGT   ; ConsEleva  ;  Import.   ;  Export.   ; CortCarg.  ;   Saldo    ;Recebimento ; SomaGTMin  ; SomatGTMax ;   Earm     ;
 IPER ;  Pat   ; Sist ;   $/MWH    ;     MW     ;     MW     ;     MW     ;     MW     ;     MW     ;     MW     ;     MW     ;     MW     ;     MW     ;     MW     ;     MW     ;     MW     ;     MW     ;     MW     ;     MW     ;    MWH     ;
------;--------;------;------------;------------;------------;------------;------------;------------;------------;------------;------------;------------;------------;------------;------------;------------;------------;------------;------------;
  50  ;  MEDIA ; NE   ;     309.57 ;   15034.00 ;     -      ;       0.00 ;       0.00 ;   20416.93 ;    3333.57 ;    1646.60 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;   10363.10 ;  -10363.10 ;       3.00 ;    5032.85 ;   26239.05 ;
  50  ;  MEDIA ; N    ;     309.58 ;    8849.00 ;     -      ;       0.00 ;       0.00 ;     688.57 ;    5292.85 ;    1992.51 ;       0.00 ;       0.00 ;     400.00 ;       0.00 ;   -1275.07 ;    1275.07 ;    1095.00 ;    3636.55 ;   13328.61 ;
  50  ;  MEDIA ; FC   ;     309.58 ;       0.00 ;     -      ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;
  51  ;  MEDIA ; SE   ;     289.84 ;   39040.00 ;     -      ;       0.00 ;       0.00 ;    5173.50 ;   16221.24 ;    5243.60 ;      11.89 ;    1553.00 ;    1153.00 ;       0.00 ;  -15238.56 ;   15238.56 ;    4621.00 ;   12837.46 ;   98896.25 ;
  51  ;  MEDIA ; S    ;     289.83 ;   10562.00 ;     -      ;       0.00 ;       0.00 ;    2544.50 ;   13899.29 ;     998.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;    6879.79 ;   -6879.79 ;     930.00 ;    2184.57 ;   18437.08 ;
  51  ;  MEDIA ; NE   ;     289.84 ;   14652.00 ;     -      ;       0.00 ;       0.00 ;   21943.50 ;    3312.83 ;    1679.20 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;   12283.53 ;  -12283.53 ;       3.00 ;    5032.85 ;   26239.94 ;
  51  ;  MEDIA ; N    ;     289.85 ;    8961.00 ;     -      ;       0.00 ;       0.00 ;     676.00 ;    2817.63 ;    1942.60 ;       0.00 ;       0.00 ;     400.00 ;       0.00 ;   -3924.77 ;    3924.77 ;    1095.00 ;    3636.55 ;   13327.96 ;
  51  ;  MEDIA ; FC   ;     289.84 ;       0.00 ;     -      ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;
  52  ;   LEVE ; SE   ;     250.64 ;   37512.00 ;     -      ;       0.00 ;       0.00 ;    6612.64 ;   14380.60 ;    5243.60 ;      11.89 ;    1553.00 ;    1153.00 ;       0.00 ;  -13614.55 ;   13614.55 ;    4621.00 ;   12837.46 ;   99079.68 ;
  52  ;   LEVE ; S    ;     250.63 ;   10653.00 ;     -      ;       0.00 ;       0.00 ;    3017.14 ;   11209.91 ;     998.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;    4572.05 ;   -4572.05 ;     930.00 ;    2184.57 ;   18458.76 ;
  52  ;   LEVE ; NE   ;     250.63 ;   13392.00 ;     -      ;       0.00 ;       0.00 ;   22515.64 ;    2201.23 ;    1678.74 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;   13003.61 ;  -13003.61 ;       3.00 ;    5032.85 ;   26243.28 ;
  52  ;   LEVE ; N    ;     250.64 ;    8277.00 ;     -      ;       0.00 ;       0.00 ;     780.71 ;    2030.58 ;    1904.59 ;       0.00 ;       0.00 ;     400.00 ;       0.00 ;   -3961.11 ;    3961.11 ;    1095.00 ;    3636.55 ;   13324.78 ;
  52  ;   LEVE ; FC   ;     250.63 ;       0.00 ;     -      ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;
  53  ;  MEDIA ; SE   ;     245.87 ;   47743.00 ;     -      ;       0.00 ;       0.00 ;   19741.36 ;   14386.26 ;    5243.60 ;      29.25 ;    2262.43 ;    1153.00 ;       0.00 ;  -10516.62 ;   10516.62 ;    4621.00 ;   12837.46 ;   99112.83 ;
  53  ;  MEDIA ; S    ;     245.86 ;   15070.00 ;     -      ;       0.00 ;       0.00 ;    7172.64 ;    8915.97 ;     998.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;    2016.62 ;   -2016.62 ;     930.00 ;    2184.57 ;   18486.91 ;
  53  ;  MEDIA ; NE   ;     245.86 ;   14345.00 ;     -      ;       0.00 ;       0.00 ;   22998.07 ;    2060.96 ;    1669.54 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;   12383.57 ;  -12383.57 ;       3.00 ;    5032.85 ;   26226.65 ;
  53  ;  MEDIA ; N    ;     245.87 ;    9244.00 ;     -      ;       0.00 ;       0.00 ;    2387.79 ;    2030.27 ;    2051.80 ;       0.00 ;       0.00 ;    1109.43 ;       0.00 ;   -3883.57 ;    3883.57 ;    1095.00 ;    3636.55 ;   13320.10 ;
  53  ;  MEDIA ; FC   ;     245.87 ;       0.00 ;     -      ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;
  54  ; PESADA ; SE   ;     317.13 ;   50759.00 ;     -      ;       0.00 ;       0.00 ;    7668.93 ;   27252.30 ;    5518.60 ;       3.44 ;    3160.74 ;    1153.00 ;       0.00 ;  -11706.88 ;   11706.88 ;    4621.00 ;   12837.46 ;   98535.30 ;
  54  ; PESADA ; S    ;     317.12 ;   15559.00 ;     -      ;       0.00 ;       0.00 ;    3190.21 ;   14288.39 ;     998.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;    2917.60 ;   -2917.60 ;     930.00 ;    2184.57 ;   18438.58 ;
  54  ; PESADA ; NE   ;     317.12 ;   15865.00 ;     -      ;       0.00 ;       0.00 ;   18939.07 ;    4428.25 ;    2158.74 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;    9661.06 ;   -9661.06 ;       3.00 ;    5032.85 ;   26150.82 ;
  54  ; PESADA ; N    ;     317.13 ;    9434.00 ;     -      ;       0.00 ;       0.00 ;     955.64 ;    6830.21 ;    2784.10 ;       0.00 ;       0.00 ;    2007.74 ;       0.00 ;    -871.78 ;     871.78 ;    1095.00 ;    3636.55 ;   13261.00 ;
  54  ; PESADA ; FC   ;     317.13 ;       0.00 ;     -      ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;
  55  ;  MEDIA ; SE   ;     310.31 ;   46151.00 ;     -      ;       0.00 ;       0.00 ;    5189.75 ;   23870.64 ;    5543.60 ;       3.44 ;    3160.74 ;    1153.00 ;       0.00 ;  -12767.72 ;   12767.72 ;    4621.00 ;   12837.46 ;   98530.99 ;
  55  ;  MEDIA ; S    ;     310.30 ;   13424.00 ;     -      ;       0.00 ;       0.00 ;    2214.00 ;   14065.72 ;     998.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;    3853.72 ;   -3853.72 ;     930.00 ;    2184.57 ;   18440.93 ;
  55  ;  MEDIA ; NE   ;     310.30 ;   16024.00 ;     -      ;       0.00 ;       0.00 ;   21052.25 ;    3853.83 ;    2159.20 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;   11041.28 ;  -11041.28 ;       3.00 ;    5032.85 ;   26151.26 ;
  55  ;  MEDIA ; N    ;     310.31 ;    9682.00 ;     -      ;       0.00 ;       0.00 ;     680.00 ;    5948.34 ;    2934.11 ;       0.00 ;       0.00 ;    2007.74 ;       0.00 ;   -2127.29 ;    2127.29 ;    1095.00 ;    3636.55 ;   13247.18 ;
  55  ;  MEDIA ; FC   ;     310.31 ;       0.00 ;     -      ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;
  56  ;  MEDIA ; SE   ;     302.03 ;   42459.00 ;     -      ;       0.00 ;       0.00 ;    5170.50 ;   19443.78 ;    5563.60 ;       3.64 ;    1553.00 ;    1153.00 ;       0.00 ;  -15109.76 ;   15109.76 ;    4621.00 ;   12837.46 ;   98561.27 ;
  56  ;  MEDIA ; S    ;     302.03 ;   11656.00 ;     -      ;       0.00 ;       0.00 ;    2103.00 ;   13983.53 ;     998.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;    5428.53 ;   -5428.53 ;     930.00 ;    2184.57 ;   18443.16 ;
  56  ;  MEDIA ; NE   ;     302.03 ;   15298.00 ;     -      ;       0.00 ;       0.00 ;   20916.50 ;    3847.51 ;    2159.20 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;   11625.21 ;  -11625.21 ;       3.00 ;    5032.85 ;   26153.33 ;
  56  ;  MEDIA ; N    ;     302.03 ;    9317.00 ;     -      ;       0.00 ;       0.00 ;     675.50 ;    4164.30 ;    2933.21 ;       0.00 ;       0.00 ;     400.00 ;       0.00 ;   -1943.98 ;    1943.98 ;    1095.00 ;    3636.55 ;   13244.33 ;
  56  ;  MEDIA ; FC   ;     302.03 ;       0.00 ;     -      ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;
  57  ;   LEVE ; SE   ;     288.25 ;   40013.00 ;     -      ;       0.00 ;       0.00 ;    6710.79 ;   15397.13 ;    5763.60 ;       7.31 ;    2103.46 ;    1153.00 ;       0.00 ;  -13925.83 ;   13925.83 ;    4621.00 ;   12837.46 ;   98780.78 ;
  57  ;   LEVE ; S    ;     288.24 ;   11348.00 ;     -      ;       0.00 ;       0.00 ;    2101.71 ;   13674.12 ;     998.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;    5425.83 ;   -5425.83 ;     930.00 ;    2184.57 ;   18445.44 ;
  57  ;   LEVE ; NE   ;     288.24 ;   13904.00 ;     -      ;       0.00 ;       0.00 ;   21360.00 ;    2061.30 ;    2399.20 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;   11916.50 ;  -11916.50 ;       3.00 ;    5032.85 ;   26156.38 ;
  57  ;   LEVE ; N    ;     288.25 ;    8491.00 ;     -      ;       0.00 ;       0.00 ;     779.21 ;    2293.96 ;    2951.79 ;       0.00 ;       0.00 ;     950.46 ;       0.00 ;   -3416.50 ;    3416.50 ;    1095.00 ;    3636.55 ;   13237.93 ;
  57  ;   LEVE ; FC   ;     288.24 ;       0.00 ;     -      ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;
  58  ;  MEDIA ; SE   ;     257.71 ;   48994.00 ;     -      ;       0.00 ;       0.00 ;   20674.43 ;   14325.40 ;    5763.60 ;      87.24 ;    2441.72 ;    1153.00 ;       0.00 ;  -10254.09 ;   10254.09 ;    4621.00 ;   12837.46 ;   98858.28 ;
  58  ;  MEDIA ; S    ;     257.70 ;   15469.00 ;     -      ;       0.00 ;       0.00 ;    5198.93 ;   10708.04 ;     998.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;    1435.97 ;   -1435.97 ;     930.00 ;    2184.57 ;   18476.82 ;
  58  ;  MEDIA ; NE   ;     257.70 ;   14298.00 ;     -      ;       0.00 ;       0.00 ;   22490.71 ;    1965.84 ;    2159.20 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;   12317.75 ;  -12317.75 ;       3.00 ;    5032.85 ;   26140.30 ;
  58  ;  MEDIA ; N    ;     257.71 ;    9348.00 ;     -      ;       0.00 ;       0.00 ;    2317.43 ;    2027.87 ;    2791.78 ;       0.00 ;       0.00 ;    1288.72 ;       0.00 ;   -3499.63 ;    3499.63 ;    1095.00 ;    3636.55 ;   13234.75 ;
  58  ;  MEDIA ; FC   ;     257.70 ;       0.00 ;     -      ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;
  59  ; PESADA ; SE   ;     319.71 ;   51910.00 ;     -      ;       0.00 ;       0.00 ;    7682.50 ;   28068.52 ;    5763.60 ;      16.12 ;    3221.83 ;    1153.00 ;       0.00 ;  -11734.66 ;   11734.66 ;    4621.00 ;   12837.46 ;   98255.67 ;
  59  ; PESADA ; S    ;     319.70 ;   16193.00 ;     -      ;       0.00 ;       0.00 ;    2784.71 ;   14302.94 ;     998.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;    1892.66 ;   -1892.66 ;     930.00 ;    2184.57 ;   18470.51 ;
  59  ; PESADA ; NE   ;     319.70 ;   15966.00 ;     -      ;       0.00 ;       0.00 ;   19428.14 ;    4404.39 ;    2399.20 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;   10265.74 ;  -10265.74 ;       3.00 ;    5032.85 ;   26062.07 ;
  59  ; PESADA ; N    ;     319.71 ;    9366.00 ;     -      ;       0.00 ;       0.00 ;     945.71 ;    7018.67 ;    3046.71 ;       0.00 ;       0.00 ;    2068.83 ;       0.00 ;    -423.73 ;     423.73 ;    1095.00 ;    3636.55 ;   13173.20 ;
  59  ; PESADA ; FC   ;     319.71 ;       0.00 ;     -      ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;
  60  ;  MEDIA ; SE   ;     310.18 ;   47304.00 ;     -      ;       0.00 ;       0.00 ;    5171.50 ;   23475.77 ;    5763.60 ;      16.52 ;    3160.74 ;    1153.00 ;       0.00 ;  -14126.92 ;   14126.92 ;    4621.00 ;   12837.46 ;   98275.39 ;
  60  ;  MEDIA ; S    ;     310.17 ;   13665.00 ;     -      ;       0.00 ;       0.00 ;    2280.75 ;   14103.29 ;     998.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;    3717.04 ;   -3717.04 ;     930.00 ;    2184.57 ;   18459.60 ;
  60  ;  MEDIA ; NE   ;     310.17 ;   16214.00 ;     -      ;       0.00 ;       0.00 ;   22148.00 ;    4021.88 ;    2399.20 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;   12355.08 ;  -12355.08 ;       3.00 ;    5032.85 ;   26061.14 ;
  60  ;  MEDIA ; N    ;     310.18 ;    9565.00 ;     -      ;       0.00 ;       0.00 ;     678.50 ;    5890.43 ;    3058.61 ;       0.00 ;       0.00 ;    2007.74 ;       0.00 ;   -1945.19 ;    1945.19 ;    1095.00 ;    3636.55 ;   13159.39 ;
  60  ;  MEDIA ; FC   ;     310.18 ;       0.00 ;     -      ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;
  61  ;  MEDIA ; SE   ;     300.64 ;   42489.00 ;     -      ;       0.00 ;       0.00 ;    5153.00 ;   18547.67 ;    5763.60 ;      16.47 ;    1553.00 ;    1153.00 ;       0.00 ;  -15866.20 ;   15866.20 ;    4621.00 ;   12837.46 ;   98318.38 ;
  61  ;  MEDIA ; S    ;     300.64 ;   12049.00 ;     -      ;       0.00 ;       0.00 ;    2130.50 ;   13984.84 ;     998.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;    5064.34 ;   -5064.34 ;     930.00 ;    2184.57 ;   18459.99 ;
  61  ;  MEDIA ; NE   ;     300.64 ;   15317.00 ;     -      ;       0.00 ;       0.00 ;   21751.00 ;    3825.08 ;    2399.20 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;   12658.28 ;  -12658.28 ;       3.00 ;    5032.85 ;   26063.06 ;
  61  ;  MEDIA ; N    ;     300.64 ;    9249.00 ;     -      ;       0.00 ;       0.00 ;     674.50 ;    4060.82 ;    3057.26 ;       0.00 ;       0.00 ;     400.00 ;       0.00 ;   -1856.42 ;    1856.42 ;    1095.00 ;    3636.55 ;   13157.08 ;
  61  ;  MEDIA ; FC   ;     300.64 ;       0.00 ;     -      ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;
  62  ;   LEVE ; SE   ;     287.03 ;   39943.00 ;     -      ;       0.00 ;       0.00 ;    6610.64 ;   14885.27 ;    5763.60 ;       3.44 ;    1553.00 ;    1153.00 ;       0.00 ;  -15014.43 ;   15014.43 ;    4621.00 ;   12837.46 ;   98572.42 ;
  62  ;   LEVE ; S    ;     287.02 ;   11626.00 ;     -      ;       0.00 ;       0.00 ;    2361.14 ;   13567.52 ;     998.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;    5300.66 ;   -5300.66 ;     930.00 ;    2184.57 ;   18448.58 ;
  62  ;   LEVE ; NE   ;     287.02 ;   13915.00 ;     -      ;       0.00 ;       0.00 ;   22177.50 ;    2061.59 ;    2399.20 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;   12723.29 ;  -12723.29 ;       3.00 ;    5032.85 ;   26066.48 ;
  62  ;   LEVE ; N    ;     287.03 ;    8468.00 ;     -      ;       0.00 ;       0.00 ;     787.14 ;    2191.55 ;    2879.78 ;       0.00 ;       0.00 ;     400.00 ;       0.00 ;   -3009.53 ;    3009.53 ;    1095.00 ;    3636.55 ;   13152.10 ;
  62  ;   LEVE ; FC   ;     287.03 ;       0.00 ;     -      ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;
  63  ;  MEDIA ; SE   ;     249.82 ;   49322.00 ;     -      ;       0.00 ;       0.00 ;   20548.29 ;   14252.94 ;    5763.60 ;      87.04 ;    2436.76 ;    1153.00 ;       0.00 ;  -10785.46 ;   10785.46 ;    4621.00 ;   12837.46 ;   98645.28 ;
  63  ;  MEDIA ; S    ;     249.81 ;   15525.00 ;     -      ;       0.00 ;       0.00 ;    5619.43 ;   10338.31 ;     998.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;    1430.74 ;   -1430.74 ;     930.00 ;    2184.57 ;   18478.67 ;
  63  ;  MEDIA ; NE   ;     249.81 ;   14466.00 ;     -      ;       0.00 ;       0.00 ;   23064.93 ;    1967.58 ;    2159.20 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;   12725.71 ;  -12725.71 ;       3.00 ;    5032.85 ;   26049.53 ;
  63  ;  MEDIA ; N    ;     249.82 ;    9246.00 ;     -      ;       0.00 ;       0.00 ;    2344.07 ;    2025.92 ;    2788.78 ;       0.00 ;       0.00 ;    1283.76 ;       0.00 ;   -3370.99 ;    3370.99 ;    1095.00 ;    3636.55 ;   13147.47 ;
  63  ;  MEDIA ; FC   ;     249.81 ;       0.00 ;     -      ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;
  64  ; PESADA ; SE   ;     317.17 ;   51129.00 ;     -      ;       0.00 ;       0.00 ;    7821.07 ;   26497.95 ;    5763.60 ;      32.00 ;    3221.83 ;    1153.00 ;       0.00 ;  -12401.54 ;   12401.54 ;    4621.00 ;   12837.46 ;   98116.10 ;
  64  ; PESADA ; S    ;     317.17 ;   16189.00 ;     -      ;       0.00 ;       0.00 ;    3399.00 ;   14299.95 ;     998.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;    2507.95 ;   -2507.95 ;     930.00 ;    2184.57 ;   18453.98 ;
  64  ; PESADA ; NE   ;     317.17 ;   15974.00 ;     -      ;       0.00 ;       0.00 ;   20548.64 ;    3595.65 ;    2399.20 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;   10569.49 ;  -10569.49 ;       3.00 ;    5032.85 ;   25982.54 ;
  64  ; PESADA ; N    ;     317.17 ;    9264.00 ;     -      ;       0.00 ;       0.00 ;     947.36 ;    6669.89 ;    3039.69 ;       0.00 ;       0.00 ;    2068.83 ;       0.00 ;    -675.90 ;     675.90 ;    1095.00 ;    3636.55 ;   13089.97 ;
  64  ; PESADA ; FC   ;     317.17 ;       0.00 ;     -      ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;
  65  ;  MEDIA ; SE   ;     308.80 ;   46529.00 ;     -      ;       0.00 ;       0.00 ;    5184.00 ;   22392.30 ;    5763.60 ;      17.83 ;    3160.74 ;    1153.00 ;       0.00 ;  -14424.20 ;   14424.20 ;    4621.00 ;   12837.46 ;   98124.59 ;
  65  ;  MEDIA ; S    ;     308.79 ;   13730.00 ;     -      ;       0.00 ;       0.00 ;    2455.25 ;   14066.07 ;     998.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;    3789.32 ;   -3789.32 ;     930.00 ;    2184.57 ;   18440.16 ;
  65  ;  MEDIA ; NE   ;     308.79 ;   16082.00 ;     -      ;       0.00 ;       0.00 ;   22911.25 ;    3367.88 ;    2399.20 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;   12596.33 ;  -12596.33 ;       3.00 ;    5032.85 ;   25977.58 ;
  65  ;  MEDIA ; N    ;     308.80 ;    9413.00 ;     -      ;       0.00 ;       0.00 ;     676.00 ;    5733.65 ;    3049.64 ;       0.00 ;       0.00 ;    2007.74 ;       0.00 ;   -1961.45 ;    1961.45 ;    1095.00 ;    3636.55 ;   13077.23 ;
  65  ;  MEDIA ; FC   ;     308.80 ;       0.00 ;     -      ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;
  66  ;  MEDIA ; SE   ;     302.24 ;   43356.00 ;     -      ;       0.00 ;       0.00 ;    5164.00 ;   19078.70 ;    5763.60 ;       3.44 ;    1570.87 ;    1153.00 ;       0.00 ;  -16160.28 ;   16160.28 ;    4621.00 ;   12837.46 ;   98152.56 ;
  66  ;  MEDIA ; S    ;     302.23 ;   12000.00 ;     -      ;       0.00 ;       0.00 ;    2197.50 ;   13953.51 ;     998.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;    5149.01 ;   -5149.01 ;     930.00 ;    2184.57 ;   18438.24 ;
  66  ;  MEDIA ; NE   ;     302.23 ;   15233.00 ;     -      ;       0.00 ;       0.00 ;   22680.50 ;    3130.80 ;    2399.20 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;   12977.50 ;  -12977.50 ;       3.00 ;    5032.85 ;   25977.75 ;
  66  ;  MEDIA ; N    ;     302.24 ;    9220.00 ;     -      ;       0.00 ;       0.00 ;     674.00 ;    3949.35 ;    3048.29 ;       0.00 ;       0.00 ;     417.87 ;       0.00 ;   -1966.23 ;    1966.23 ;    1095.00 ;    3636.55 ;   13074.68 ;
  66  ;  MEDIA ; FC   ;     302.24 ;       0.00 ;     -      ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;
  67  ;   LEVE ; SE   ;     285.63 ;   40816.00 ;     -      ;       0.00 ;       0.00 ;    6762.21 ;   15286.58 ;    5763.60 ;      37.51 ;    1553.00 ;    1153.00 ;       0.00 ;  -15368.62 ;   15368.62 ;    4621.00 ;   12837.46 ;   98349.81 ;
  67  ;   LEVE ; S    ;     285.62 ;   11609.00 ;     -      ;       0.00 ;       0.00 ;    2099.93 ;   13486.51 ;     998.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;    4975.44 ;   -4975.44 ;     930.00 ;    2184.57 ;   18409.46 ;
  67  ;   LEVE ; NE   ;     285.62 ;   13810.00 ;     -      ;       0.00 ;       0.00 ;   22849.71 ;    2060.96 ;    2399.20 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;   13499.87 ;  -13499.87 ;       3.00 ;    5032.85 ;   25970.86 ;
  67  ;   LEVE ; N    ;     285.63 ;    8445.00 ;     -      ;       0.00 ;       0.00 ;     775.21 ;    2093.32 ;    2869.77 ;       0.00 ;       0.00 ;     400.00 ;       0.00 ;   -3106.69 ;    3106.69 ;    1095.00 ;    3636.55 ;   13071.79 ;
  67  ;   LEVE ; FC   ;     285.63 ;       0.00 ;     -      ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;
  68  ;  MEDIA ; SE   ;     257.74 ;   49490.00 ;     -      ;       0.00 ;       0.00 ;   20934.50 ;   14415.30 ;    5763.60 ;      87.04 ;    2431.80 ;    1153.00 ;       0.00 ;  -10409.83 ;   10409.83 ;    4621.00 ;   12837.46 ;   98432.80 ;
  68  ;  MEDIA ; S    ;     257.73 ;   15653.00 ;     -      ;       0.00 ;       0.00 ;    5196.57 ;   10788.07 ;     998.00 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;    1329.65 ;   -1329.65 ;     930.00 ;    2184.57 ;   18397.58 ;
  68  ;  MEDIA ; NE   ;     257.73 ;   14400.00 ;     -      ;       0.00 ;       0.00 ;   22920.07 ;    1967.31 ;    2159.20 ;       0.00 ;       0.00 ;       0.00 ;       0.00 ;   12646.58 ;  -12646.58 ;       3.00 ;    5032.85 ;   25952.88 ;
  68  ;  MEDIA ; N    ;     257.74 ;    9302.00 ;     -      ;       0.00 ;       0.00 ;    2263.64 ;    1967.00 ;    2783.77 ;       0.00 ;       0.00 ;    1278.80 ;       0.00 ;   -3566.39 ;    3566.39 ;    1095.00 ;    3636.55 ;   13072.03 ;
