***********************************************************************
*                                                                     *
*            CEPEL - CENTRO DE PESQUISAS DE ENERGIA ELETRICA          *
*  MODELO DESSEM     - VERSAO 21 - Marco de 2025 (CPLEX)                             *
*                                                                     *
***********************************************************************


   PROGRAMA LICENCIADO PARA ONS                                                                                                                                                   


____________________________________________________________________

  TE  PMO - OUTUBRO/25 - NOVEMBRO/25 - REV 2 - FCF COM CVAR - 12 REE - VALOR ESPE- Data do Caso: 11/10/2025                                                       
____________________________________________________________________

-------------------------------------------------------
Custos marginais dos contratos de importacao de energia                         
-------------------------------------------------------
---------------------------------------------------
IPER:      Indice do periodo.                                                                                                                                                                           
CONTR:     Numero do contrato de imp/exp de energia                                                                                                                                                     
NomeContr: Nome do contrato de imp/exp de energia                                                                                                                                                       
NumBarra:  Numero da barra da rede eletrica                                                                                                                                                             
NomeSist:  Nome do subsistema                                                                                                                                                                           
Econtr:    Energia contratada                                                                                                                                                                           
CustContr: Custo (Preco) da energia imp/exp                                                                                                                                                             
CMO:       Custo marginal de operacao                                                                                                                                                                   
CMB:       Custo marginal de operacao da barra                                                                                                                                                          
---------------------------------------------------

-----;-----;-----------;--------;--------;---------;---------;----------;------------;
IPER ;CONTR; NomeContr ;NumBarra;NomeSist; Econtr  ;CustContr;   CMO    ;    CMB     ;
  -  ;  -  ;     -     ;   -    ;   -    ;  (MW)   ;  (MW)   ; (R$/MWh) ;  (R$/MWh)  ;
-----;-----;-----------;--------;--------;---------;---------;----------;------------;
  46 ; 612 ; MDRIO2-I-F;  9605  ; SE     ;   100.00;     0.00;   308.84 ;     304.34 ;
  46 ; 631 ; MBXNG3-I-F;  8100  ; N      ;     0.00;     0.00;   312.99 ;     308.45 ;
  46 ; 632 ; MBXNG4-I-F;  8100  ; N      ;     0.00;     0.00;   312.99 ;     308.45 ;
  46 ; 711 ; MDEST1-I-F;  3010  ; SE     ;   100.00;     0.00;   308.84 ;     304.15 ;
  46 ; 712 ; MDEST2-I-F;  3010  ; SE     ;   100.00;     0.00;   308.84 ;     304.15 ;
  46 ; 731 ; MBXNG1-I-F;  8100  ; N      ;     0.00;     0.00;   312.99 ;     308.45 ;
  46 ; 732 ; MBXNG2-I-F;  8100  ; N      ;     0.00;     0.00;   312.99 ;     308.45 ;
  47 ; 111 ; BKCPV1-I-F;  7054  ; SE     ;   325.95;     0.00;   306.90 ;     296.65 ;
  47 ; 112 ; BKCPV3-I-F;  7054  ; SE     ;   325.95;     0.00;   306.90 ;     296.65 ;
  47 ; 131 ; E2POL1-I-F;  7057  ; SE     ;   174.09;     0.00;   306.90 ;     296.65 ;
  47 ; 132 ; E2POL2-I-F;  7057  ; SE     ;   174.09;     0.00;   306.90 ;     296.65 ;
  47 ; 151 ; E4POL3-I-F;  7057  ; SE     ;   174.09;     0.00;   306.90 ;     296.65 ;
  47 ; 152 ; E4POL4-I-F;  7057  ; SE     ;   174.09;     0.00;   306.90 ;     296.65 ;
  47 ;  65 ; TKUTA2-I  ;  9637  ; SE     ;   111.00;     0.00;   306.90 ;     302.49 ;
  47 ; 183 ; TKUTAT-I  ;  9637  ; SE     ;   219.00;   262.77;   306.90 ;     302.49 ;
  47 ; 311 ; FUTDAS-I-F;   185  ; SE     ;   270.00;     0.00;   306.90 ;     302.47 ;
  47 ; 302 ; FUTDCE-I-F;  3112  ; SE     ;   200.00;     0.00;   306.90 ;     301.93 ;
  47 ; 511 ; FUPL1I-I-F;    86  ; SE     ;  1037.82;     0.00;   306.90 ;     358.77 ;
  47 ; 512 ; FUPL3I-I-F;    86  ; SE     ;   156.50;     0.00;   306.90 ;     358.77 ;
  47 ; 611 ; MDRIO1-I-F;  9605  ; SE     ;   100.00;     0.00;   306.90 ;     302.34 ;
  47 ; 612 ; MDRIO2-I-F;  9605  ; SE     ;   100.00;     0.00;   306.90 ;     302.34 ;
  47 ; 631 ; MBXNG3-I-F;  8100  ; N      ;     0.00;     0.00;   309.36 ;     305.17 ;
  47 ; 632 ; MBXNG4-I-F;  8100  ; N      ;     0.00;     0.00;   309.36 ;     305.17 ;
  47 ; 711 ; MDEST1-I-F;  3010  ; SE     ;   100.00;     0.00;   306.90 ;     302.11 ;
  47 ; 712 ; MDEST2-I-F;  3010  ; SE     ;   100.00;     0.00;   306.90 ;     302.11 ;
  47 ; 731 ; MBXNG1-I-F;  8100  ; N      ;     0.00;     0.00;   309.36 ;     305.17 ;
  47 ; 732 ; MBXNG2-I-F;  8100  ; N      ;     0.00;     0.00;   309.36 ;     305.17 ;
  48 ; 111 ; BKCPV1-I-F;  7054  ; SE     ;   325.95;     0.00;   304.52 ;     294.01 ;
  48 ; 112 ; BKCPV3-I-F;  7054  ; SE     ;   325.95;     0.00;   304.52 ;     294.01 ;
  48 ; 131 ; E2POL1-I-F;  7057  ; SE     ;   175.41;     0.00;   304.52 ;     294.01 ;
  48 ; 132 ; E2POL2-I-F;  7057  ; SE     ;   175.41;     0.00;   304.52 ;     294.01 ;
  48 ; 151 ; E4POL3-I-F;  7057  ; SE     ;   175.41;     0.00;   304.52 ;     294.01 ;
  48 ; 152 ; E4POL4-I-F;  7057  ; SE     ;   175.41;     0.00;   304.52 ;     294.01 ;
  48 ;  65 ; TKUTA2-I  ;  9637  ; SE     ;   111.00;     0.00;   304.52 ;     300.05 ;
  48 ; 183 ; TKUTAT-I  ;  9637  ; SE     ;   219.00;   262.77;   304.52 ;     300.05 ;
  48 ; 311 ; FUTDAS-I-F;   185  ; SE     ;   270.00;     0.00;   304.52 ;     300.04 ;
  48 ; 302 ; FUTDCE-I-F;  3112  ; SE     ;   200.00;     0.00;   304.52 ;     299.40 ;
  48 ; 511 ; FUPL1I-I-F;    86  ; SE     ;   950.21;     0.00;   304.52 ;     357.93 ;
  48 ; 512 ; FUPL3I-I-F;    86  ; SE     ;   156.50;     0.00;   304.52 ;     357.93 ;
  48 ; 611 ; MDRIO1-I-F;  9605  ; SE     ;   100.00;     0.00;   304.52 ;     299.90 ;
  48 ; 612 ; MDRIO2-I-F;  9605  ; SE     ;   100.00;     0.00;   304.52 ;     299.90 ;
  48 ; 631 ; MBXNG3-I-F;  8100  ; N      ;     0.00;     0.00;   305.01 ;     301.19 ;
  48 ; 632 ; MBXNG4-I-F;  8100  ; N      ;     0.00;     0.00;   305.01 ;     301.19 ;
  48 ; 711 ; MDEST1-I-F;  3010  ; SE     ;   100.00;     0.00;   304.52 ;     299.63 ;
  48 ; 712 ; MDEST2-I-F;  3010  ; SE     ;   100.00;     0.00;   304.52 ;     299.63 ;
  48 ; 731 ; MBXNG1-I-F;  8100  ; N      ;     0.00;     0.00;   305.01 ;     301.19 ;
  48 ; 732 ; MBXNG2-I-F;  8100  ; N      ;     0.00;     0.00;   305.01 ;     301.19 ;
  49 ; 111 ; BKCPV1-I-F;   -    ; SE     ;    20.00;     0.00;     0.00 ;      -     ;
  49 ; 112 ; BKCPV3-I-F;   -    ; SE     ;    20.00;     0.00;     0.00 ;      -     ;
  49 ; 131 ; E2POL1-I-F;   -    ; SE     ;     0.00;     0.00;     0.00 ;      -     ;
  49 ; 132 ; E2POL2-I-F;   -    ; SE     ;     0.00;     0.00;     0.00 ;      -     ;
  49 ; 151 ; E4POL3-I-F;   -    ; SE     ;     0.00;     0.00;     0.00 ;      -     ;
  49 ; 152 ; E4POL4-I-F;   -    ; SE     ;     0.00;     0.00;     0.00 ;      -     ;
  49 ;  65 ; TKUTA2-I  ;   -    ; SE     ;   111.00;     0.00;     0.00 ;      -     ;
  49 ; 183 ; TKUTAT-I  ;   -    ; SE     ;   219.00;   262.77;     0.00 ;      -     ;
  49 ; 311 ; FUTDAS-I-F;   -    ; SE     ;   270.00;     0.00;     0.00 ;      -     ;
  49 ; 302 ; FUTDCE-I-F;   -    ; SE     ;   200.00;     0.00;     0.00 ;      -     ;
  49 ; 511 ; FUPL1I-I-F;   -    ; SE     ;   156.50;     0.00;     0.00 ;      -     ;
  49 ; 512 ; FUPL3I-I-F;   -    ; SE     ;   156.50;     0.00;     0.00 ;      -     ;
  49 ; 611 ; MDRIO1-I-F;   -    ; SE     ;   100.00;     0.00;     0.00 ;      -     ;
  49 ; 612 ; MDRIO2-I-F;   -    ; SE     ;   100.00;     0.00;     0.00 ;      -     ;
  49 ; 631 ; MBXNG3-I-F;   -    ; N      ;     0.00;     0.00;     0.01 ;      -     ;
  49 ; 632 ; MBXNG4-I-F;   -    ; N      ;     0.00;     0.00;     0.01 ;      -     ;
  49 ; 711 ; MDEST1-I-F;   -    ; SE     ;   100.00;     0.00;     0.00 ;      -     ;
  49 ; 712 ; MDEST2-I-F;   -    ; SE     ;   100.00;     0.00;     0.00 ;      -     ;
  49 ; 731 ; MBXNG1-I-F;   -    ; N      ;     0.00;     0.00;     0.01 ;      -     ;
  49 ; 732 ; MBXNG2-I-F;   -    ; N      ;     0.00;     0.00;     0.01 ;      -     ;
  50 ; 111 ; BKCPV1-I-F;   -    ; SE     ;    20.00;     0.00;   309.58 ;      -     ;
  50 ; 112 ; BKCPV3-I-F;   -    ; SE     ;    20.00;     0.00;   309.58 ;      -     ;
  50 ; 131 ; E2POL1-I-F;   -    ; SE     ;     0.00;     0.00;   309.58 ;      -     ;
  50 ; 132 ; E2POL2-I-F;   -    ; SE     ;     0.00;     0.00;   309.58 ;      -     ;
  50 ; 151 ; E4POL3-I-F;   -    ; SE     ;     0.00;     0.00;   309.58 ;      -     ;
  50 ; 152 ; E4POL4-I-F;   -    ; SE     ;     0.00;     0.00;   309.58 ;      -     ;
  50 ;  65 ; TKUTA2-I  ;   -    ; SE     ;   111.00;     0.00;   309.58 ;      -     ;
  50 ; 183 ; TKUTAT-I  ;   -    ; SE     ;   219.00;   262.77;   309.58 ;      -     ;
  50 ; 311 ; FUTDAS-I-F;   -    ; SE     ;   270.00;     0.00;   309.58 ;      -     ;
  50 ; 302 ; FUTDCE-I-F;   -    ; SE     ;   200.00;     0.00;   309.58 ;      -     ;
  50 ; 511 ; FUPL1I-I-F;   -    ; SE     ;   156.50;     0.00;   309.58 ;      -     ;
  50 ; 512 ; FUPL3I-I-F;   -    ; SE     ;   156.50;     0.00;   309.58 ;      -     ;
  50 ; 611 ; MDRIO1-I-F;   -    ; SE     ;   100.00;     0.00;   309.58 ;      -     ;
  50 ; 612 ; MDRIO2-I-F;   -    ; SE     ;   100.00;     0.00;   309.58 ;      -     ;
  50 ; 631 ; MBXNG3-I-F;   -    ; N      ;     0.00;     0.00;   309.58 ;      -     ;
  50 ; 632 ; MBXNG4-I-F;   -    ; N      ;     0.00;     0.00;   309.58 ;      -     ;
  50 ; 711 ; MDEST1-I-F;   -    ; SE     ;   100.00;     0.00;   309.58 ;      -     ;
  50 ; 712 ; MDEST2-I-F;   -    ; SE     ;   100.00;     0.00;   309.58 ;      -     ;
  50 ; 731 ; MBXNG1-I-F;   -    ; N      ;     0.00;     0.00;   309.58 ;      -     ;
  50 ; 732 ; MBXNG2-I-F;   -    ; N      ;     0.00;     0.00;   309.58 ;      -     ;
  51 ; 111 ; BKCPV1-I-F;   -    ; SE     ;    20.00;     0.00;   289.84 ;      -     ;
  51 ; 112 ; BKCPV3-I-F;   -    ; SE     ;    20.00;     0.00;   289.84 ;      -     ;
  51 ; 131 ; E2POL1-I-F;   -    ; SE     ;     0.00;     0.00;   289.84 ;      -     ;
  51 ; 132 ; E2POL2-I-F;   -    ; SE     ;     0.00;     0.00;   289.84 ;      -     ;
  51 ; 151 ; E4POL3-I-F;   -    ; SE     ;     0.00;     0.00;   289.84 ;      -     ;
  51 ; 152 ; E4POL4-I-F;   -    ; SE     ;     0.00;     0.00;   289.84 ;      -     ;
  51 ;  65 ; TKUTA2-I  ;   -    ; SE     ;   111.00;     0.00;   289.84 ;      -     ;
  51 ; 183 ; TKUTAT-I  ;   -    ; SE     ;   219.00;   262.77;   289.84 ;      -     ;
  51 ; 311 ; FUTDAS-I-F;   -    ; SE     ;   270.00;     0.00;   289.84 ;      -     ;
  51 ; 302 ; FUTDCE-I-F;   -    ; SE     ;   200.00;     0.00;   289.84 ;      -     ;
  51 ; 511 ; FUPL1I-I-F;   -    ; SE     ;   156.50;     0.00;   289.84 ;      -     ;
  51 ; 512 ; FUPL3I-I-F;   -    ; SE     ;   156.50;     0.00;   289.84 ;      -     ;
  51 ; 611 ; MDRIO1-I-F;   -    ; SE     ;   100.00;     0.00;   289.84 ;      -     ;
  51 ; 612 ; MDRIO2-I-F;   -    ; SE     ;   100.00;     0.00;   289.84 ;      -     ;
  51 ; 631 ; MBXNG3-I-F;   -    ; N      ;     0.00;     0.00;   289.85 ;      -     ;
  51 ; 632 ; MBXNG4-I-F;   -    ; N      ;     0.00;     0.00;   289.85 ;      -     ;
  51 ; 711 ; MDEST1-I-F;   -    ; SE     ;   100.00;     0.00;   289.84 ;      -     ;
  51 ; 712 ; MDEST2-I-F;   -    ; SE     ;   100.00;     0.00;   289.84 ;      -     ;
  51 ; 731 ; MBXNG1-I-F;   -    ; N      ;     0.00;     0.00;   289.85 ;      -     ;
  51 ; 732 ; MBXNG2-I-F;   -    ; N      ;     0.00;     0.00;   289.85 ;      -     ;
  52 ; 111 ; BKCPV1-I-F;   -    ; SE     ;    20.00;     0.00;   250.64 ;      -     ;
  52 ; 112 ; BKCPV3-I-F;   -    ; SE     ;    20.00;     0.00;   250.64 ;      -     ;
  52 ; 131 ; E2POL1-I-F;   -    ; SE     ;     0.00;     0.00;   250.64 ;      -     ;
  52 ; 132 ; E2POL2-I-F;   -    ; SE     ;     0.00;     0.00;   250.64 ;      -     ;
  52 ; 151 ; E4POL3-I-F;   -    ; SE     ;     0.00;     0.00;   250.64 ;      -     ;
  52 ; 152 ; E4POL4-I-F;   -    ; SE     ;     0.00;     0.00;   250.64 ;      -     ;
  52 ;  65 ; TKUTA2-I  ;   -    ; SE     ;   111.00;     0.00;   250.64 ;      -     ;
  52 ; 183 ; TKUTAT-I  ;   -    ; SE     ;   219.00;   262.77;   250.64 ;      -     ;
  52 ; 311 ; FUTDAS-I-F;   -    ; SE     ;   270.00;     0.00;   250.64 ;      -     ;
  52 ; 302 ; FUTDCE-I-F;   -    ; SE     ;   200.00;     0.00;   250.64 ;      -     ;
  52 ; 511 ; FUPL1I-I-F;   -    ; SE     ;   156.50;     0.00;   250.64 ;      -     ;
  52 ; 512 ; FUPL3I-I-F;   -    ; SE     ;   156.50;     0.00;   250.64 ;      -     ;
  52 ; 611 ; MDRIO1-I-F;   -    ; SE     ;   100.00;     0.00;   250.64 ;      -     ;
  52 ; 612 ; MDRIO2-I-F;   -    ; SE     ;   100.00;     0.00;   250.64 ;      -     ;
  52 ; 631 ; MBXNG3-I-F;   -    ; N      ;     0.00;     0.00;   250.64 ;      -     ;
  52 ; 632 ; MBXNG4-I-F;   -    ; N      ;     0.00;     0.00;   250.64 ;      -     ;
  52 ; 711 ; MDEST1-I-F;   -    ; SE     ;   100.00;     0.00;   250.64 ;      -     ;
  52 ; 712 ; MDEST2-I-F;   -    ; SE     ;   100.00;     0.00;   250.64 ;      -     ;
  52 ; 731 ; MBXNG1-I-F;   -    ; N      ;     0.00;     0.00;   250.64 ;      -     ;
  52 ; 732 ; MBXNG2-I-F;   -    ; N      ;     0.00;     0.00;   250.64 ;      -     ;
  53 ; 111 ; BKCPV1-I-F;   -    ; SE     ;    20.00;     0.00;   245.87 ;      -     ;
  53 ; 112 ; BKCPV3-I-F;   -    ; SE     ;    20.00;     0.00;   245.87 ;      -     ;
  53 ; 131 ; E2POL1-I-F;   -    ; SE     ;     0.00;     0.00;   245.87 ;      -     ;
  53 ; 132 ; E2POL2-I-F;   -    ; SE     ;     0.00;     0.00;   245.87 ;      -     ;
  53 ; 151 ; E4POL3-I-F;   -    ; SE     ;     0.00;     0.00;   245.87 ;      -     ;
  53 ; 152 ; E4POL4-I-F;   -    ; SE     ;     0.00;     0.00;   245.87 ;      -     ;
  53 ;  65 ; TKUTA2-I  ;   -    ; SE     ;   111.00;     0.00;   245.87 ;      -     ;
  53 ; 183 ; TKUTAT-I  ;   -    ; SE     ;   219.00;   262.77;   245.87 ;      -     ;
  53 ; 311 ; FUTDAS-I-F;   -    ; SE     ;   270.00;     0.00;   245.87 ;      -     ;
  53 ; 302 ; FUTDCE-I-F;   -    ; SE     ;   200.00;     0.00;   245.87 ;      -     ;
  53 ; 511 ; FUPL1I-I-F;   -    ; SE     ;   156.50;     0.00;   245.87 ;      -     ;
  53 ; 512 ; FUPL3I-I-F;   -    ; SE     ;   156.50;     0.00;   245.87 ;      -     ;
  53 ; 611 ; MDRIO1-I-F;   -    ; SE     ;   454.71;     0.00;   245.87 ;      -     ;
  53 ; 612 ; MDRIO2-I-F;   -    ; SE     ;   454.71;     0.00;   245.87 ;      -     ;
  53 ; 631 ; MBXNG3-I-F;   -    ; N      ;     0.00;     0.00;   245.87 ;      -     ;
  53 ; 632 ; MBXNG4-I-F;   -    ; N      ;     0.00;     0.00;   245.87 ;      -     ;
  53 ; 711 ; MDEST1-I-F;   -    ; SE     ;   100.00;     0.00;   245.87 ;      -     ;
  53 ; 712 ; MDEST2-I-F;   -    ; SE     ;   100.00;     0.00;   245.87 ;      -     ;
  53 ; 731 ; MBXNG1-I-F;   -    ; N      ;     0.00;     0.00;   245.87 ;      -     ;
  53 ; 732 ; MBXNG2-I-F;   -    ; N      ;     0.00;     0.00;   245.87 ;      -     ;
  54 ; 111 ; BKCPV1-I-F;   -    ; SE     ;    20.00;     0.00;   317.13 ;      -     ;
  54 ; 112 ; BKCPV3-I-F;   -    ; SE     ;    20.00;     0.00;   317.13 ;      -     ;
  54 ; 131 ; E2POL1-I-F;   -    ; SE     ;     0.00;     0.00;   317.13 ;      -     ;
  54 ; 132 ; E2POL2-I-F;   -    ; SE     ;     0.00;     0.00;   317.13 ;      -     ;
  54 ; 151 ; E4POL3-I-F;   -    ; SE     ;     0.00;     0.00;   317.13 ;      -     ;
  54 ; 152 ; E4POL4-I-F;   -    ; SE     ;     0.00;     0.00;   317.13 ;      -     ;
  54 ;  65 ; TKUTA2-I  ;   -    ; SE     ;   111.00;     0.00;   317.13 ;      -     ;
  54 ; 183 ; TKUTAT-I  ;   -    ; SE     ;   219.00;   262.77;   317.13 ;      -     ;
  54 ; 311 ; FUTDAS-I-F;   -    ; SE     ;   270.00;     0.00;   317.13 ;      -     ;
  54 ; 302 ; FUTDCE-I-F;   -    ; SE     ;   200.00;     0.00;   317.13 ;      -     ;
  54 ; 511 ; FUPL1I-I-F;   -    ; SE     ;   156.50;     0.00;   317.13 ;      -     ;
  54 ; 512 ; FUPL3I-I-F;   -    ; SE     ;   156.50;     0.00;   317.13 ;      -     ;
  54 ; 611 ; MDRIO1-I-F;   -    ; SE     ;   100.00;     0.00;   317.13 ;      -     ;
  54 ; 612 ; MDRIO2-I-F;   -    ; SE     ;   100.00;     0.00;   317.13 ;      -     ;
  54 ; 631 ; MBXNG3-I-F;   -    ; N      ;     0.00;     0.00;   317.13 ;      -     ;
  54 ; 632 ; MBXNG4-I-F;   -    ; N      ;     0.00;     0.00;   317.13 ;      -     ;
  54 ; 711 ; MDEST1-I-F;   -    ; SE     ;   903.87;     0.00;   317.13 ;      -     ;
  54 ; 712 ; MDEST2-I-F;   -    ; SE     ;   903.87;     0.00;   317.13 ;      -     ;
  54 ; 731 ; MBXNG1-I-F;   -    ; N      ;     0.00;     0.00;   317.13 ;      -     ;
  54 ; 732 ; MBXNG2-I-F;   -    ; N      ;     0.00;     0.00;   317.13 ;      -     ;
  55 ; 111 ; BKCPV1-I-F;   -    ; SE     ;    20.00;     0.00;   310.31 ;      -     ;
  55 ; 112 ; BKCPV3-I-F;   -    ; SE     ;    20.00;     0.00;   310.31 ;      -     ;
  55 ; 131 ; E2POL1-I-F;   -    ; SE     ;     0.00;     0.00;   310.31 ;      -     ;
  55 ; 132 ; E2POL2-I-F;   -    ; SE     ;     0.00;     0.00;   310.31 ;      -     ;
  55 ; 151 ; E4POL3-I-F;   -    ; SE     ;     0.00;     0.00;   310.31 ;      -     ;
  55 ; 152 ; E4POL4-I-F;   -    ; SE     ;     0.00;     0.00;   310.31 ;      -     ;
  55 ;  65 ; TKUTA2-I  ;   -    ; SE     ;   111.00;     0.00;   310.31 ;      -     ;
  55 ; 183 ; TKUTAT-I  ;   -    ; SE     ;   219.00;   262.77;   310.31 ;      -     ;
  55 ; 311 ; FUTDAS-I-F;   -    ; SE     ;   270.00;     0.00;   310.31 ;      -     ;
  55 ; 302 ; FUTDCE-I-F;   -    ; SE     ;   200.00;     0.00;   310.31 ;      -     ;
  55 ; 511 ; FUPL1I-I-F;   -    ; SE     ;   156.50;     0.00;   310.31 ;      -     ;
  55 ; 512 ; FUPL3I-I-F;   -    ; SE     ;   156.50;     0.00;   310.31 ;      -     ;
  55 ; 611 ; MDRIO1-I-F;   -    ; SE     ;   100.00;     0.00;   310.31 ;      -     ;
  55 ; 612 ; MDRIO2-I-F;   -    ; SE     ;   100.00;     0.00;   310.31 ;      -     ;
  55 ; 631 ; MBXNG3-I-F;   -    ; N      ;     0.00;     0.00;   310.31 ;      -     ;
  55 ; 632 ; MBXNG4-I-F;   -    ; N      ;     0.00;     0.00;   310.31 ;      -     ;
  55 ; 711 ; MDEST1-I-F;   -    ; SE     ;   903.87;     0.00;   310.31 ;      -     ;
  55 ; 712 ; MDEST2-I-F;   -    ; SE     ;   903.87;     0.00;   310.31 ;      -     ;
  55 ; 731 ; MBXNG1-I-F;   -    ; N      ;     0.00;     0.00;   310.31 ;      -     ;
  55 ; 732 ; MBXNG2-I-F;   -    ; N      ;     0.00;     0.00;   310.31 ;      -     ;
  56 ; 111 ; BKCPV1-I-F;   -    ; SE     ;    20.00;     0.00;   302.03 ;      -     ;
  56 ; 112 ; BKCPV3-I-F;   -    ; SE     ;    20.00;     0.00;   302.03 ;      -     ;
  56 ; 131 ; E2POL1-I-F;   -    ; SE     ;     0.00;     0.00;   302.03 ;      -     ;
  56 ; 132 ; E2POL2-I-F;   -    ; SE     ;     0.00;     0.00;   302.03 ;      -     ;
  56 ; 151 ; E4POL3-I-F;   -    ; SE     ;     0.00;     0.00;   302.03 ;      -     ;
  56 ; 152 ; E4POL4-I-F;   -    ; SE     ;     0.00;     0.00;   302.03 ;      -     ;
  56 ;  65 ; TKUTA2-I  ;   -    ; SE     ;   111.00;     0.00;   302.03 ;      -     ;
  56 ; 183 ; TKUTAT-I  ;   -    ; SE     ;   219.00;   262.77;   302.03 ;      -     ;
  56 ; 311 ; FUTDAS-I-F;   -    ; SE     ;   270.00;     0.00;   302.03 ;      -     ;
  56 ; 302 ; FUTDCE-I-F;   -    ; SE     ;   200.00;     0.00;   302.03 ;      -     ;
  56 ; 511 ; FUPL1I-I-F;   -    ; SE     ;   156.50;     0.00;   302.03 ;      -     ;
  56 ; 512 ; FUPL3I-I-F;   -    ; SE     ;   156.50;     0.00;   302.03 ;      -     ;
  56 ; 611 ; MDRIO1-I-F;   -    ; SE     ;   100.00;     0.00;   302.03 ;      -     ;
  56 ; 612 ; MDRIO2-I-F;   -    ; SE     ;   100.00;     0.00;   302.03 ;      -     ;
  56 ; 631 ; MBXNG3-I-F;   -    ; N      ;     0.00;     0.00;   302.03 ;      -     ;
  56 ; 632 ; MBXNG4-I-F;   -    ; N      ;     0.00;     0.00;   302.03 ;      -     ;
  56 ; 711 ; MDEST1-I-F;   -    ; SE     ;   100.00;     0.00;   302.03 ;      -     ;
  56 ; 712 ; MDEST2-I-F;   -    ; SE     ;   100.00;     0.00;   302.03 ;      -     ;
  56 ; 731 ; MBXNG1-I-F;   -    ; N      ;     0.00;     0.00;   302.03 ;      -     ;
  56 ; 732 ; MBXNG2-I-F;   -    ; N      ;     0.00;     0.00;   302.03 ;      -     ;
  57 ; 111 ; BKCPV1-I-F;   -    ; SE     ;    20.00;     0.00;   288.25 ;      -     ;
  57 ; 112 ; BKCPV3-I-F;   -    ; SE     ;    20.00;     0.00;   288.25 ;      -     ;
  57 ; 131 ; E2POL1-I-F;   -    ; SE     ;     0.00;     0.00;   288.25 ;      -     ;
  57 ; 132 ; E2POL2-I-F;   -    ; SE     ;     0.00;     0.00;   288.25 ;      -     ;
  57 ; 151 ; E4POL3-I-F;   -    ; SE     ;     0.00;     0.00;   288.25 ;      -     ;
  57 ; 152 ; E4POL4-I-F;   -    ; SE     ;     0.00;     0.00;   288.25 ;      -     ;
  57 ;  65 ; TKUTA2-I  ;   -    ; SE     ;   111.00;     0.00;   288.25 ;      -     ;
  57 ; 183 ; TKUTAT-I  ;   -    ; SE     ;   219.00;   262.77;   288.25 ;      -     ;
  57 ; 311 ; FUTDAS-I-F;   -    ; SE     ;   270.00;     0.00;   288.25 ;      -     ;
  57 ; 302 ; FUTDCE-I-F;   -    ; SE     ;   200.00;     0.00;   288.25 ;      -     ;
  57 ; 511 ; FUPL1I-I-F;   -    ; SE     ;   156.50;     0.00;   288.25 ;      -     ;
  57 ; 512 ; FUPL3I-I-F;   -    ; SE     ;   156.50;     0.00;   288.25 ;      -     ;
  57 ; 611 ; MDRIO1-I-F;   -    ; SE     ;   100.00;     0.00;   288.25 ;      -     ;
  57 ; 612 ; MDRIO2-I-F;   -    ; SE     ;   100.00;     0.00;   288.25 ;      -     ;
  57 ; 631 ; MBXNG3-I-F;   -    ; N      ;     0.00;     0.00;   288.25 ;      -     ;
  57 ; 632 ; MBXNG4-I-F;   -    ; N      ;     0.00;     0.00;   288.25 ;      -     ;
  57 ; 711 ; MDEST1-I-F;   -    ; SE     ;   375.23;     0.00;   288.25 ;      -     ;
  57 ; 712 ; MDEST2-I-F;   -    ; SE     ;   375.23;     0.00;   288.25 ;      -     ;
  57 ; 731 ; MBXNG1-I-F;   -    ; N      ;     0.00;     0.00;   288.25 ;      -     ;
  57 ; 732 ; MBXNG2-I-F;   -    ; N      ;     0.00;     0.00;   288.25 ;      -     ;
  58 ; 111 ; BKCPV1-I-F;   -    ; SE     ;    20.00;     0.00;   257.71 ;      -     ;
  58 ; 112 ; BKCPV3-I-F;   -    ; SE     ;    20.00;     0.00;   257.71 ;      -     ;
  58 ; 131 ; E2POL1-I-F;   -    ; SE     ;     0.00;     0.00;   257.71 ;      -     ;
  58 ; 132 ; E2POL2-I-F;   -    ; SE     ;     0.00;     0.00;   257.71 ;      -     ;
  58 ; 151 ; E4POL3-I-F;   -    ; SE     ;     0.00;     0.00;   257.71 ;      -     ;
  58 ; 152 ; E4POL4-I-F;   -    ; SE     ;     0.00;     0.00;   257.71 ;      -     ;
  58 ;  65 ; TKUTA2-I  ;   -    ; SE     ;   111.00;     0.00;   257.71 ;      -     ;
  58 ; 183 ; TKUTAT-I  ;   -    ; SE     ;   219.00;   262.77;   257.71 ;      -     ;
  58 ; 311 ; FUTDAS-I-F;   -    ; SE     ;   270.00;     0.00;   257.71 ;      -     ;
  58 ; 302 ; FUTDCE-I-F;   -    ; SE     ;   200.00;     0.00;   257.71 ;      -     ;
  58 ; 511 ; FUPL1I-I-F;   -    ; SE     ;   156.50;     0.00;   257.71 ;      -     ;
  58 ; 512 ; FUPL3I-I-F;   -    ; SE     ;   156.50;     0.00;   257.71 ;      -     ;
  58 ; 611 ; MDRIO1-I-F;   -    ; SE     ;   100.00;     0.00;   257.71 ;      -     ;
  58 ; 612 ; MDRIO2-I-F;   -    ; SE     ;   100.00;     0.00;   257.71 ;      -     ;
  58 ; 631 ; MBXNG3-I-F;   -    ; N      ;     0.00;     0.00;   257.71 ;      -     ;
  58 ; 632 ; MBXNG4-I-F;   -    ; N      ;     0.00;     0.00;   257.71 ;      -     ;
  58 ; 711 ; MDEST1-I-F;   -    ; SE     ;   544.36;     0.00;   257.71 ;      -     ;
  58 ; 712 ; MDEST2-I-F;   -    ; SE     ;   544.36;     0.00;   257.71 ;      -     ;
